gbif:canonicalName,dwc:genus,species,dwc:specificEpithet,Day,Month,Year,Day of the year
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,22
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,283
trematodon longicollis,trematodon,trematodon cubensis müll.hal.,longicollis,,,,98
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,360
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,143
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,311
trematodon longicollis,trematodon,trematodon longicollis michaux,longicollis,,,,139
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,78
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,112
trematodon longicollis,trematodon,trematodon drepanellus besch.,longicollis,,,,
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,23
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,122
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,155
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,33
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,97
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,262
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,193
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,47
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,93
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,80
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,173
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,166
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,79
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,355
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,25
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,175
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,167
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,124
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,173
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,85
trematodon longicollis,trematodon,trematodon ceylonensis müll.hal.,longicollis,,,,113
trematodon longicollis,trematodon,trematodon borbonicus besch.,longicollis,,,,
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,226
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,
trematodon longicollis,trematodon,trematodon tenellus schimp. ex besch.,longicollis,,,,145
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,190
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,
trematodon longicollis,trematodon,trematodon capillipes müll.hal. ex g.roth,longicollis,,,,
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,29
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,131
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,88
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,348
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,12
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,122
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,136
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,299
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,271
trematodon longicollis,trematodon,trematodon reflexus,longicollis,,,,76
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,81
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,113
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,262
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,82
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,155
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,74
trematodon longicollis,trematodon,trematodon ceylonensis müll. hal.,longicollis,,,,180
trematodon longicollis,trematodon,trematodon subambiguus besch.,longicollis,,,,136
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,275
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,172
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,265
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,34
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,286
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,65
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,144
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,79
trematodon longicollis,trematodon,trematodon uncinatus müll.hal.,longicollis,,,,187
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,136
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,153
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,74
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,73
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,64
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,72
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,214
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,307
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,46
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,123
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,214
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,125
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,123
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,215
trematodon longicollis,trematodon,trematodon baileyi broth.,longicollis,,,,109
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,
trematodon longicollis,trematodon,trematodon drepanellus besch.,longicollis,,,,173
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,51
trematodon longicollis,trematodon,trematodon tenellus schimp. ex besch.,longicollis,,,,
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,234
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,130
trematodon longicollis,trematodon,trematodon borbonicus besch.,longicollis,,,,84
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,105
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,
trematodon longicollis,trematodon,trematodon longicollis michaux,longicollis,,,,175
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,126
trematodon longicollis,trematodon,trematodon borbonicus besch.,longicollis,,,,
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,
trematodon longicollis,trematodon,trematodon longicollis michaux,longicollis,,,,77
trematodon longicollis,trematodon,trematodon reflexus,longicollis,,,,
trematodon longicollis,trematodon,trematodon subambiguus besch.,longicollis,,,,165
trematodon longicollis,trematodon,trematodon mayottensis besch.,longicollis,,,,103
trematodon longicollis,trematodon,trematodon drepanellus besch.,longicollis,,,,107
trematodon longicollis,trematodon,trematodon longicollis michaux,longicollis,,,,
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,
trematodon longicollis,trematodon,trematodon subambiguus besch.,longicollis,,,,184
trematodon longicollis,trematodon,trematodon subambiguus besch.,longicollis,,,,201
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,38
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,130
trematodon longicollis,trematodon,trematodon longicollis michaux,longicollis,,,,142
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,1
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,181
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,129
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,147
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,205
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,58
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,106
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,200
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,142
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,82
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,69
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,96
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,275
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,306
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,166
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,184
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,
trematodon longicollis,trematodon,trematodon tenellus schimp. ex besch.,longicollis,,,,155
trematodon longicollis,trematodon,trematodon cubensis müll.hal.,longicollis,,,,178
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,269
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,233
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,73
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,168
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,138
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,152
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,209
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,150
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,72
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,104
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,136
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,105
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,72
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,50
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,120
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,166
trematodon longicollis,trematodon,trematodon drepanellus besch.,longicollis,,,,183
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,110
trematodon longicollis,trematodon,trematodon borbonicus besch.,longicollis,,,,177
trematodon longicollis,trematodon,trematodon mayottensis besch.,longicollis,,,,75
trematodon longicollis,trematodon,trematodon subambiguus besch.,longicollis,,,,118
trematodon longicollis,trematodon,trematodon capillipes müll.hal. ex g.roth,longicollis,,,,
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,146
trematodon longicollis,trematodon,trematodon capillipes cm.,longicollis,,,,104
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,346
trematodon longicollis,trematodon,trematodon longicollis michaux,longicollis,,,,78
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,79
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,164
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,146
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,155
trematodon longicollis,trematodon,trematodon borbonicus besch.,longicollis,,,,147
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,184
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,225
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,261
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,114
trematodon longicollis,trematodon,trematodon subambiguus besch.,longicollis,,,,148
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,303
trematodon longicollis,trematodon,trematodon reflexus,longicollis,,,,312
trematodon longicollis,trematodon,trematodon subambiguus besch.,longicollis,,,,131
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,162
trematodon longicollis,trematodon,trematodon capillipes müll.hal. ex g. roth,longicollis,,,,21
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,86
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,273
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,266
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,360
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,112
trematodon longicollis,trematodon,trematodon reflexus,longicollis,,,,90
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,49
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,188
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,82
trematodon longicollis,trematodon,trematodon borbonicus besch.,longicollis,,,,148
trematodon longicollis,trematodon,trematodon subambiguus besch.,longicollis,,,,114
trematodon longicollis,trematodon,trematodon uncinatus,longicollis,,,,162
trematodon longicollis,trematodon,trematodon mayottensis besch.,longicollis,,,,133
trematodon longicollis,trematodon,trematodon tenellus schimp. ex besch.,longicollis,,,,270
trematodon longicollis,trematodon,trematodon tenellus schimp. ex besch.,longicollis,,,,65
trematodon longicollis,trematodon,trematodon longicollis michaux,longicollis,,,,58
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,273
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,291
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,285
trematodon longicollis,trematodon,trematodon drepanellus besch.,longicollis,,,,131
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,117
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,146
trematodon longicollis,trematodon,trematodon borbonicus besch.,longicollis,,,,98
trematodon longicollis,trematodon,trematodon tenellus schimp. ex besch.,longicollis,,,,177
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,153
trematodon longicollis,trematodon,trematodon drepanellus besch.,longicollis,,,,328
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,84
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,246
trematodon longicollis,trematodon,trematodon drepanellus besch.,longicollis,,,,210
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,77
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,136
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,121
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,229
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,185
trematodon longicollis,trematodon,trematodon longicollis michaux,longicollis,,,,175
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,98
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,183
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,180
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,181
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,175
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,180
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,190
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,276
trematodon longicollis,trematodon,trematodon borbonicus besch.,longicollis,,,,225
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,159
trematodon longicollis,trematodon,trematodon borbonicus besch.,longicollis,,,,85
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,184
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,201
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,214
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,
trematodon longicollis,trematodon,trematodon longicollis michaux,longicollis,,,,78
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,184
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,108
trematodon longicollis,trematodon,trematodon longicollis michaux,longicollis,,,,71
trematodon longicollis,trematodon,trematodon longicollis michaux,longicollis,,,,96
trematodon longicollis,trematodon,trematodon tenellus schimp. ex besch.,longicollis,,,,
trematodon longicollis,trematodon,trematodon longicollis michaux,longicollis,,,,131
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,240
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,339
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,
trematodon longicollis,trematodon,trematodon longicollis michaux,longicollis,,,,98
trematodon longicollis,trematodon,trematodon borbonicus besch.,longicollis,,,,69
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,161
trematodon longicollis,trematodon,trematodon longicollis michaux,longicollis,,,,
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,
trematodon longicollis,trematodon,trematodon mayottensis besch.,longicollis,,,,104
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,89
trematodon longicollis,trematodon,trematodon tenellus schimp.,longicollis,,,,175
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,142
trematodon longicollis,trematodon,trematodon longicollis michaux,longicollis,,,,121
trematodon longicollis,trematodon,trematodon longicollis michaux,longicollis,,,,
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,75
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,201
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,180
trematodon longicollis,trematodon,trematodon borbonicus besch.,longicollis,,,,209
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,152
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,143
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,155
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,138
trematodon longicollis,trematodon,trematodon ceylonensis,longicollis,,,,88
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,112
trematodon longicollis,trematodon,trematodon drepanellus,longicollis,,,,
trematodon longicollis,trematodon,trematodon atrovirens,longicollis,,,,98
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,
trematodon longicollis,trematodon,trematodon drepanellus,longicollis,,,,203
trematodon longicollis,trematodon,trematodon longicollis michx.,longicollis,,,,
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,
trematodon longicollis,trematodon,trematodon atrovirens,longicollis,,,,131
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,152
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,121
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,185
trematodon longicollis,trematodon,trematodon longicollis,longicollis,,,,224
trevesia palmata,trevesia,trevesia palmata (roxb.) vis.,palmata,2,4,1997,190
trevesia palmata,trevesia,trevesia palmata (roxb. ex lindl.) vis. var. cheirantha c.b.clarke,palmata,9,7,1851,
trevesia palmata,trevesia,trevesia palmata (roxb. ex lindl.) vis. var. cheirantha c.b.clarke,palmata,10,7,1851,191
trevesia palmata,trevesia,trevesia palmata (roxb. ex lindl.) vis. var. insignis (miq.) c.b.clarke,palmata,,,,92
trevesia palmata,trevesia,trevesia palmata (roxb. ex lindl.) vis. var. cheirantha c.b.clarke,palmata,,,,
trevesia palmata,trevesia,trevesia palmata (roxb. ex lindl.) vis. var. insignis (miq.) c.b.clarke,palmata,,,,
triadica sebifera,triadica,triadica sebifera (l.) small,sebifera,7,5,1997,127
triadica sebifera,triadica,sapium sebiferum,sebifera,7,5,1997,127
triadica sebifera,triadica,triadica sebifera (l.) small,sebifera,25,5,1999,145
trichodesma indicum,trichodesma,trichodesma indicum r.br.,indicum,,,,
tricholepidium normale,tricholepidium,tricholepidium normale (d.don) ching,normale,,,,
trichosanthes,trichosanthes,trichosanthes  l.,,9,6,2000,161
trichosanthes cochinchinensis,trichosanthes,gymnopetalum chinense,cochinchinensis,10,7,1992,192
trichosanthes cochinchinensis,trichosanthes,gymnopetalum chinense,cochinchinensis,16,8,1992,229
trichosanthes cucumerina anguina,trichosanthes,trichosanthes anguina l.,cucumerina,,,,
trichosanthes cucumerina anguina,trichosanthes,trichosanthes anguina l.,cucumerina,,,,
trichosanthes palmata,trichosanthes,trichosanthes palmata,palmata,15,8,1992,228
trichosanthes palmata,trichosanthes,trichosanthes palmata wall.,palmata,,,,
trichosanthes palmata,trichosanthes,trichosanthes palmata wall.,palmata,,,,
trichosanthes palmata,trichosanthes,trichosanthes palmata wall.,palmata,,,,
trichosanthes tricuspidata,trichosanthes,trichosanthes tricuspidata,tricuspidata,16,8,1992,229
trichotosia dasyphylla,trichotosia,trichotosia dasyphylla (c. s. p. parish & rchb. f.) kraenzl.,dasyphylla,25,5,1949,145
tridax procumbens,tridax,tridax procumbens,procumbens,12,7,1992,194
trigonospora ciliata,trigonospora,trigonospora ciliata (wall. ex benth.) holttum,ciliata,,,,
trigonospora ciliata,trigonospora,trigonospora sericea (j.scott ex bedd.) holttum in b.k.nayar & s.kaur,ciliata,,,,
triosteum sinuatum,triosteum,triosteum hirsutum roxburgh,sinuatum,22,5,1811,142
triphasia trifolia,triphasia,triphasia aurantiola,trifolia,6,8,1992,219
triumfetta,triumfetta,triumfetta cana blume,cana,4,12,1850,338
triumfetta,triumfetta,triumfetta  l.,,,,,
triumfetta,triumfetta,triumfetta vestita wall.,vestita,,,,
triumfetta pilosa,triumfetta,triumfetta pilosa,pilosa,7,8,1886,219
triumfetta rhomboidea,triumfetta,triumfetta rhomboidea,rhomboidea,6,10,1943,286
triumfetta rhomboidea,triumfetta,triumfetta rhomboidea,rhomboidea,12,10,1988,279
tropidia curculigoides,tropidia,tropidia curculigoides lindl.,curculigoides,,,,
tropidia curculigoides,tropidia,tropidia curculigoides lindley,curculigoides,,,,
tupistra nutans,tupistra,tupistra nutans wall.,nutans,,,,
tupistra nutans,tupistra,tupistra nutans wall. ex lindl.,nutans,,,,
turpinia,turpinia,turpinia,,8,5,1997,128
turpinia,turpinia,turpinia pomifera (roxb.) dc.,pomifera,8,6,2000,
turpinia,turpinia,turpinia pomifera (roxb.) dc.,pomifera,,,,
turpinia,turpinia,turpinia pomifera (roxb.) dc.,pomifera,,,,160
typhonium brownii,typhonium,typhonium schott,brownii,7,12,2020,342
typhonium harpung,typhonium,"typhonium harpung srib., j. murata, k. iwats. & i.m. turner",harpung,8,4,1824,99
typhonium trilobatum,typhonium,typhonium orixense schott,trilobatum,,,,
ulva usneoides,ulva,ulva usneoides bonnem.,usneoides,,,,
uncaria scandens,uncaria,uncaria scandens (smith) hutch.,scandens,8,8,1832,221
uncaria sessilifructus,uncaria,uncaria sessilifructus,sessilifructus,21,3,1945,80
uncaria sessilifructus,uncaria,uncaria sessilifructus roxb.,sessilifructus,,,,
uncaria sessilifructus,uncaria,uncaria sessilifructus roxb.,sessilifructus,,,,
uncaria sessilifructus,uncaria,uncaria sessilifructus roxb.,sessilifructus,,,,
uncaria sessilifructus,uncaria,uncaria sessilifructus,sessilifructus,,,,
unident-cucurbitaceae,unident-cucurbitaceae,cucurbitaceae,,9,6,2000,161
urceola micrantha,urceola,urceola micrantha (wall. ex g.don) d.j.middleton,micrantha,,,,
urceola micrantha,urceola,urceola micrantha (wall. ex g.don) d.j.middleton,micrantha,,,,
urena lobata,urena,urena lobata l.,lobata,17,5,1999,137
urochloa kurzii,urochloa,urochloa kurzii,kurzii,20,8,1992,233
utricularia aurea,utricularia,utricularia aurea loureiro,aurea,8,11,1896,
utricularia aurea,utricularia,utricularia aurea,aurea,8,11,1896,313
utricularia aurea,utricularia,utricularia flexuosa,aurea,8,11,1896,313
utricularia aurea,utricularia,utricularia aurea loureiro,aurea,,,,313
utricularia caerulea,utricularia,utricularia caerulea l.,caerulea,28,10,1868,
utricularia caerulea,utricularia,utricularia caerulea l.,caerulea,,,,
utricularia caerulea,utricularia,utricularia caerulea l.,caerulea,,,,
utricularia caerulea,utricularia,utricularia caerulea l.,caerulea,,,,302
utricularia caerulea,utricularia,utricularia caerulea linnaeus,caerulea,,,,
utricularia gibba,utricularia,utricularia biflora roxb.,gibba,,,,
utricularia hirta,utricularia,utricularia hirta klein ex link,hirta,,,,
uvaria argentea,uvaria,uvaria argentea blume var. bracteata (roxb.) c. meade,argentea,,,,
uvaria argentea,uvaria,uvaria bracteata roxb.,argentea,,,,
uvaria argentea,uvaria,uvaria argentea var. bracteata (roxb.) meade,argentea,,,,
uvaria hamiltonii,uvaria,uvaria hamiltonii hook.f. & thomson,hamiltonii,27,5,1999,147
vaccinium leucobotrys,vaccinium,vaccinium leucobotrys (nutt.) g.nicholson,leucobotrys,,,,
vachellia farnesiana,vachellia,vachellia farnesiana var. farnesiana,farnesiana,29,11,1944,334
vachellia nilotica,vachellia,vachellia nilotica,nilotica,1,8,1992,214
vallisneria spiralis,vallisneria,vallisneria spiralis,spiralis,15,8,1992,228
vanda coerulea,vanda,vanda coerulea griff. ex lindl.,coerulea,,,,
vanda tessellata,vanda,vanda tessellata (roxb.) hook.,tessellata,21,4,1872,
vanda tessellata,vanda,vanda roxburghii,tessellata,21,4,1872,112
vanda tessellata,vanda,vanda tessellata (roxb.) hook.,tessellata,21,4,1872,
vanda tessellata,vanda,vanda tessellata (roxb.) hook.,tessellata,,,,112
vanda tessellata,vanda,vanda roxburghii r.br.,tessellata,,,,112
vandellia anagallis,vandellia,lindernia anagallis (burm.f.) pennell,anagallis,,,,
vandellia anagallis,vandellia,lindernia anagallis (burm.f.) pennell,anagallis,,,,
vandellia anagallis,vandellia,lindernia anagallis (burm.f.) pennell,anagallis,,,,
vandenboschia auriculata,vandenboschia,vandenboschia auriculata,auriculata,,,,
vatica lanceifolia,vatica,vatica lanciifolia blume,lanceifolia,29,4,1977,119
ventilago denticulata,ventilago,ventilago calyculata,denticulata,2,2,1989,33
ventilago denticulata,ventilago,ventilago denticulata willd.,denticulata,,,,
verbenaceae,,verbenaceae,,14,3,1979,73
vernonia scandens,vernonia,vernonia scandens dc.,scandens,,,,
